IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.501
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.662
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.608
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.511
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.359
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.683
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.961
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.915
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.985
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",36,"Australia","AU","AUS",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.986
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.873
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.134
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.06
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.587
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.188
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.118
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.148
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.075
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.142
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.244
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.231
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.498
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.479
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.532
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.717
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.642
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.345
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.308
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.325
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.199
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.28
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.392
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.519
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.658
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.901
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.336
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.827
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.562
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.411
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.475
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.436
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.584
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.576
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.124
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",40,"Austria","AT","AUT",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-0.086
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.758
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.674
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.661
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.58
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.547
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.531
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.497
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.476
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.5
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.414
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.337
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.27
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.213
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.148
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.112
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.08
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.037
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.988
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.928
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.863
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.819
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.809
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.814
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.807
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.806
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.778
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.746
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.71
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.657
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.647
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.512
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.339
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.381
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.411
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",76,"Brazil","BR","BRA",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.4
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.409
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.221
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.2
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.107
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.078
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.05
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.031
51,"Rate of population change","Crude rate of total population change","World Population Prospects",2024,"United Nations Population Division",124,"Canada","CA","CAN",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0.921
